000022.wav|Tu pokazujemy, że praca z danymi nie jest pojedynczą komendą typu read.csv.
000023.wav|Jest to proces, który ma swoją logikę, bo najpierw dane muszę zrozumieć, później je uporządkować.
000024.wav|Przekształcam, łączę, analizuję i dopiero wtedy wyciągam wnioski.
000025.wav|I jeżeli właśnie ten schemat stanie się dla Państwa naturalny, to dalsza praca z danymi będzie dużo bardziej uporządkowana i łatwiejsza.
000026.wav|Zacznijmy od Series i DataFrame.
000027.wav|To są dwa podstawowe obiekty Pandas, które trzeba dobrze zrozumieć, bo od nich zaczyna się cała dalsza praca.
000028.wav|Series można traktować jako jednowymiarowy wektor danych z indeksem.
000029.wav|DataFrame to z kolei tabela z nazwanymi już kolumnami i oznaczonymi wierszami.
000030.wav|To jest bardzo ważne, bo Pandas nie przechowuje tylko samych surowych wartości.
000031.wav|Przechowuje również ich kontekst, czyli nazwy kolumn, etykiety indeksu, relacje pomiędzy seriami danych.
000032.wav|I właśnie ten kontekst sprawia, że Pandas jest tak wygodny do pracy z danymi rzeczywistymi.
000033.wav|Gdy pracuję z kolumną siła n, to to już nie jest druga kolumna macierzy, ale jakoś jawnie nazwana wielkość fizyczna.
000034.wav|Gdy mam jakiś indeks czasowy, jakiś timestamp, to to nie są kolejne rekordy, tylko konkretne chwile pomiaru.
000035.wav|I to jest fundamentalna przewaga względem zwykłych gołych tablic NumPy w zadaniach analizy tabelarycznej.
000036.wav|Sam Pandas bardzo dobrze integruje się z resztą systemu, bo dane mogą wejść jako dataframe, ale później być przekazane do SciPy, Matplotlib, Scikit-learn czy Statsmodel.
000037.wav|a potem wrócić do raportu.
000038.wav|I to czyni z Pandas bardzo fajny moduł, nie zwykły czytnik CSV, ale centralny element pracy z danymi w Pythonie.
000039.wav|w całym łańcuchu pracy badawczej.
000040.wav|Od projektu eksperymentu, przez rejestrację uczestnika, po powstanie danych, które później możemy analizować w Pythonie.
000041.wav|nawet neuropsychologii, neuronauce.
000042.wav|bo to nie jest gotowa tabela przygotowana ręcznie w Excelu, bo wyniki muszą być zawsze efektem wcześniej zaprojektowanej procedury eksperymentalnej.
000043.wav|No i właśnie PsychoPy jest jednym z modułów, które taką procedurę pozwala zaprojektować i kontrolować.
000044.wav|Możemy określić, jakie bodźce będą zaprezentowane, w jakiej kolejności, przez jaki czas, w jakich warunkach, czy jakie reakcje uczestnika będą rejestrowane.
000045.wav|Może to być naciśnięcie klawisza na komputerze, wybór odpowiedzi, czasy reakcji, poprawność wykonania zadania albo brak reakcji w określonym czasie.
000046.wav|I z perspektywy tego wykładu to będzie na tyle ciekawe, że taki eksperyment nie musi być stricte inżynierski.
000047.wav|Nie musimy mieć całego laboratorium, żeby zgromadzić dane eksperymentalne.
000048.wav|Sami w sobie możemy być naszym przedmiotem badanym i badającym.
000049.wav|I to tworzy tu naturalne przejście do pandas, bo skoro pandasz służy do pracy z tabelami, no to warto pokazać realistyczne źródło tych tabel.
000050.wav|I w badaniach psychologicznych typowy jeden wiersz będzie oznaczał jedną próbę eksperymentalną.
000051.wav|Kolumny będą opisywać jej właściwości.
000052.wav|Mogą to być identyfikator uczestnika, jakiś numer próby, blok eksperymentu czy warunek badawczy.
000053.wav|Taka struktura bardzo dobrze pasuje właśnie do późniejszej analizy w Pandas.
000054.wav|Warto pokazać, że jakość późniejszej analizy zależy od jakości wcześniejszego projektu eksperymentu.
000055.wav|Jeżeli PsychoPy zapisuje dobrze nazwane kolumny, spójne warunki i jednoznaczne informacje o odpowiedziach, to późniejsza analiza jest prosta.
000056.wav|Można łatwo odfiltrować błędne próby, obliczyć średni czas reakcji, porównać warunki, sprawdzić trafność odpowiedzi albo przygotować dane do modelowania statystycznego.
000057.wav|nam dużo problemów i wcale nie przyspieszy, ale spowolni sam proces przygotowywania danych.
000058.wav|Sama biblioteka PsychoPy nie zastępuje jednak analizy statystycznej.
000059.wav|Ona służy do organizacji eksperymentu i zbierania danych.
000060.wav|Pozwala nam kontrolować prezentację bodźców, rejestrować odpowiedzi i zapisywać wyniki.
000061.wav|Nie jest narzędziem, które samo rozwiąże nam problem interpretacji danych.
000062.wav|Po zakończeniu badania zaczyna się więc kolejny etap.
000063.wav|Kontrola jakości, czyszczenie, filtrowanie, agregacja i wizualizacja modelowania.
000064.wav|I w tym miejscu właśnie wejdą nam wtedy narzędzia, takie jak Pandas, NumPy, SciPy, Seaborn, Matplotlib albo Statsmodel.
000065.wav|Z metodologicznego punktu widzenia szczególnie ważne jest to, że pojedyncza próba eksperymentalna staje się jednostką analizy.
000066.wav|Bo jeżeli uczestnik wykonuje 120 prób, to w danych możemy mieć 120 wierszy.
000067.wav|Bo jeżeli uczestnik wykonuje 120 prób, to w danych możemy mieć 120 wierszy dla jednej osoby.
000068.wav|Jeżeli badamy 40 osób, liczba wierszy wzrośnie do kilku tysięcy.
000069.wav|Bo ręczna analiza w arkuszu kalkulacyjnym
000070.wav|będzie bardzo niewygodna, trudna do kontroli i w ogóle niereplikowalna.
000071.wav|I taki format jest przydatny analitycznie, bo pozwala nam zachować kolejność zdarzeń, numer próby, informacje o bloku i warunku.
000072.wav|i drugą częścią eksperymentu.
000073.wav|natywnym formacie SciDAT.
000074.wav|Z punktu widzenia naszej analizy dalszej, to te dwa pierwsze będą szczególnie przydatne, ponieważ można je bezpośrednio wczytać do Pandas.
000075.wav|w najczęściej spotykanych narzędziach.
000076.wav|I przekaz tu jest następujący, że SciCopy będzie naszym początkowym narzędziem do zaprojektowania i przeprowadzenia eksperymentu.
000077.wav|Pandas będzie narzędziem do późniejszej pracy z wynikami tego eksperymentu.
000078.wav|Dobrze zaprojektowana procedura badawcza generuje dobrze uporządkowaną tabelę danych.
000079.wav|I taka tabela staje się punktem wyjścia do czyszczenia, filtracji, agregacji i wnioskowania ostatecznych.
000080.wav|Przejdźmy do samej struktury eksperymentu.
000081.wav|To jest ważny moment, ponieważ PsychoPy nie jest tylko narzędziem do wyświetlania bodźców.
000082.wav|Jest środowiskiem do projektowania procedury badawczej.
000083.wav|Dlatego trzeba zrozumieć nie sam tylko interfejs programu, ale i logikę, według której eksperyment jest organizowany.
000084.wav|W PsychoPy szczególnie ważne są trzy pojęcia.
000085.wav|Routine, loop i condition file.
000086.wav|Routine można traktować jako pojedynczą scenę, jakiś etap, jakiś blok procedury eksperymentalnej.
000087.wav|Może to być ekran instrukcji, ekspozycja bodźca, ekran odpowiedzi albo i przerwa między próbami.
000088.wav|W ramach jednej routine określamy jakie elementy pojawiają się na ekranie, kiedy się pojawią, jak długo trwają i jakie reakcje uczestnika są rejestrowane.
000089.wav|Routine odpowiada więc za lokalną strukturę jednego fragmentu, jednego bloku eksperymentu.
000090.wav|parametry pomiędzy kolejnymi próbkami.
000091.wav|Bez pętli trzeba by ręcznie tworzyć każdą próbę osobno.
000092.wav|To jest nieefektywne i bardzo podatne na błędy.
000093.wav|lub pozwala nam uporządkować eksperyment jako serię powtarzalnych prób, jakichś bloków albo warunków eksperymentalnych.
000094.wav|Trzecim elementem jest condition file, czyli plik warunków.
000095.wav|Z punktu widzenia metodologii badania jest to właśnie element kluczowy, bo to w nim zapisujemy, co zmienia się pomiędzy próbami.
000096.wav|Plik warunków może mieć postać arkusza xlsx albo pliku csv.
000097.wav|Każdy wiersz będzie wtedy odpowiadał jednej próbie albo jednemu zestawowi parametrów.
000098.wav|Każda kolumna z kolei będzie opisywać zmienną bodziec, kategorię, poprawną odpowiedź albo czas ekspozycji, czy jakąkolwiek inną właściwość próby.
000099.wav|I w praktyce dlatego ten condition file pełni funkcję projektowego centrum eksperymentu.
000100.wav|Jeżeli badamy rozpoznawanie emocji, kolumny mogą zawierać nazwę pliku obrazu, kategorię emocji, intensywność ekspresji, czasy ekspozycji i poprawną odpowiedź.
000101.wav|Jeżeli z kolei będziemy badać reakcję na dźwięki, to taki plik warunków będzie zawierał nazwy pliku audio, kategorię bodźca, poziom głośności czy oczekiwaną reakcję.
000102.wav|I to ma bezpośrednie konsekwencje dla samej analizy danych, bo PsychoPy zapisuje wyniki eksperymentu w formie tabelarycznej.
000103.wav|A dobrze zaprojektowany plik warunków właśnie sprawia, że ten plik wynikowy, tabelaryczny będzie czytelny.
000104.wav|Jeżeli kolumny są logicznie nazwane, a warunki eksperymentalne są konsekwentnie kodowane w ten sam sposób, to późniejsza analiza w Pandas staje się znacznie prostsza.
000105.wav|Możemy łatwo grupować dane po warunku liczyć średnie czasy reakcji, analizować trafności, usuwać błędne próby albo porównywać wyniki pomiędzy kategoriami bodźców.
000106.wav|Z kolei jeżeli eksperyment będzie źle opisany, to analiza danych stanie się dużo trudniejsza i podatniejsza na błędne.
000107.wav|Problemem będą niejazne nazwy kolumn, mieszanie języków w etykietach, różne zapisy tej samej kategorii,
000108.wav|albo brak informacji o poprawnej odpowiedzi czy identyfikatorze warunku.
000109.wav|I często na tym etapie właśnie pojawiają się niedopatrzenia i pewne pomyłki, których można było uniknąć przez starane zaprojektowanie pliku warunków.
000110.wav|czy późniejszy plik CSV będzie czytelny czy chaotyczny.
000111.wav|Dlatego projektowanie eksperymentu i projektowanie danych wynikowych powinny być traktowane jako jedna całość.
000112.wav|Z perspektywy badawczej tu szczególnie istotne jest oddzielenie procedury od parametrów.
000113.wav|Routine opisuje nam co dzieje się w eksperymencie, ale to condition file określa jakie bodźce i warunki będą użyte w konkretnych próbach.
000114.wav|I to jest dobre rozwiązanie, ponieważ pozwala nam zmienić zestaw bodźców albo warunki eksperymentalne bez przebudowywania całej procedury.
000115.wav|Możemy zachować tą samą strukturę eksperymentu bez przebudowywania.
000116.wav|Możemy zachować tę samą strukturę eksperymentu, ale podmienić plik warunków, czyli dodać nowe bodźce albo zmienić ich kolejność.
000117.wav|I takie podejście sprzyja reprodukowalności, bo plik warunków dokumentuje, jakie próby zostały zaplanowane.
000118.wav|Jeżeli ktoś chce sprawdzić eksperyment, może zobaczyć nie tylko ogólny opis całej procedury, ale konkretne bodźce, warunki i poprawne odpowiedzi.
000119.wav|W badaniach naukowych to jest bardzo ważne, ponieważ pozwala nam lepiej kontrolować procedurę i ułatwia późniejsze raportowanie całej metody.
000120.wav|są dostarczane przez poszczególne firmy.
000121.wav|właśnie CSV czy LSX, a nazwy kolumn tego pliku będą zmiennymi w eksperymencie.
000122.wav|Czyli nazwy kolumn nie są tylko technicznymi etykietami, ale stają się całym elementem logiki eksperymentu.
000123.wav|Dlatego powinny być krótkie, jednoznaczne, konsekwentne i łatwiejsze do późniejszego użycia w analizie i kodzie.
000124.wav|Routine musi uporządkować przebieg poszczególnej pojedynczej próby.
000125.wav|lub zawsze będzie nam organizował powtarzalność i powtarzanie właśnie tych pojedynczych klocków.
000126.wav|A condition file zdefiniuje nam zmienne eksperymentalne i od jakości tych wszystkich trzech elementów zależy nie tylko przebieg badania, ale też jakość późniejszej analizy wyników.
000127.wav|Zobaczmy teraz jakiego typu dane faktycznie otrzymujemy po takim eksperymencie.
000128.wav|PsychoPy może zapisywać różne pliki, ale dla typowej analizy później w Pandas najwygodniejsze będą CSV albo XLSX.
000129.wav|Należy jednak podkreślić, że plik wynikowy jest tylko danymi surowymi, nie jest jeszcze wynikiem statystycznym.
000130.wav|Taki typowy plik ma strukturę, w której jeden wiersz odpowiada jednej próbie.
000131.wav|I to jest ważne i trzeba to zapamiętać, ponieważ część studentów intuicyjnie będzie oczekiwać, że jeden wiersz przecież odpowiada jednemu uczestnikowi.
000132.wav|A w eksperymentach, najczęściej poznawczych, mamy wiele prób na osobę badaną.
000133.wav|Dlatego jeden uczestnik będzie reprezentowany przez wiele różnych wierszy.
000134.wav|Dopiero później, poprzez użycie GROUP BY, możemy przejść do poziomu uczestnika, warunku albo grupy.
000135.wav|Trzeba też zwrócić uwagę na nazwy kolumn.
000136.wav|PsychoPy często generuje kolumny pochodzące od nazw komponentów.
000137.wav|Jeżeli taki komponent odpowiedzi nazwaliśmy keyRespond, no to w danych pojawią się zmienne takie jak keyRespond.keys, .rt, .core.
000138.wav|Dlatego nazewnictwo tych komponentów w eksperymencie będzie miało znaczenie analityczne.
000139.wav|I szczególnie jeżeli spróbujemy użyć polskich nazw albo znaków niedozwolonych, spacji, no to mogą zacząć pojawiać się coraz większe problemy później z analizą.
000140.wav|Bo jeżeli nazwy są przypadkowe, to plik wynikowy będzie o wiele mniej czytelny albo będzie wręcz sprawiał problemy z odczytem.
000141.wav|Sam problem jakości danych, bo czasy reakcji mogą zawierać wartości zbyt krótkie albo zbyt długie, albo braki.
000142.wav|Część prób może być treningowa i powinna być oddzielona.
000143.wav|Niektóre odpowiedzi mogą być błędne i w zależności od analizy należy je wykluczyć albo osobno analizować.
000144.wav|I to nas naturalnie prowadzi do dalszych tematów, czyli RIT-SV, filtrowania, czyszczenia typów danych i agregacji.
000145.wav|Domyślnie praca na samym oprogramowaniu PsychoPy umożliwia zapis plików w formacie SciDat.
000146.wav|One zawierają więcej informacji niż domyślnie zapisywane CSV czy Excel.
000147.wav|a z jednym wierszem reprezentującym jedną próbę.
000148.wav|I podejdźmy teraz do takiego pierwszego przejścia od PsychoPy do Pandas.
000149.wav|Czyli wczytujemy jakiś zebrany plik CSV, a następnie wykodujemy kontrolę techniczną.
000150.wav|Sprawdzamy liczbę wierszy, kolumn, nazwy kolumn, typy danych, pierwsze obserwacje.
000151.wav|I to jest etap obowiązkowy, bo nie należy zaczynać od wykresów od razu ani testów statystycznych bez sprawdzenia jak w ogóle wygląda plik.
000152.wav|Następnie musimy wybrać kolumny potrzebne do analizy.
000153.wav|PsychoPy może generować wiele kolumn technicznych, które są przydatne diagnostycznie.
000154.wav|ale nie zawsze będą potrzebne w akurat tej pierwszej analizie.
000155.wav|Dobrą praktyką jest dlatego utworzenie mniejszej tabeli roboczej i zmiana nazw kolumn na krótsze, bardziej analityczne.
000156.wav|RT, Response, Core, Correct, Condition, Trial.
000157.wav|Później przechodzimy do czyszczenia.
000158.wav|Usuwamy próby bez reakcji.
000159.wav|Próby z brakującym czasem reakcji albo wartości niefizjologiczne czy metodologicznie niepoprawne.
000160.wav|Na przykład reakcje krótsze niż 200 milisekund albo bardzo długie odpowiedzi.
000161.wav|Oczywiście wartości progowe powinny wynikać z literatury, z typu zadania czy protokołu badania.
000162.wav|Nie powinny być dobierane arbitralnie po obejrzeniu wyników.
000163.wav|A następnie przechodzimy do agregacji.
000164.wav|W eksperymentach poznawczych, psychologicznych, neuropsychologicznych bardzo często interesuje nas średni lub medianowy czas reakcji oraz trafność w danym warunku.
000165.wav|Dlatego grupujemy dane po uczestniku i warunku.
000166.wav|To pozwala nam przejść od poziomu pojedynczej próby do poziomu jednostki analizy, którą później można wykorzystywać właśnie w statystyce, wizualizacji czy modelowaniu.
000167.wav|Samo środowisko udostępnia nam interfejs również programowy.
000168.wav|Cały kod eksperymentu nie musi być wyklikany w środowisku, ale być napisanym od zera kodem Pythonowym.
000169.wav|I to jakby domyka nam nasz mikroblog o PsychoPy.
000170.wav|Płynnie przechodzimy od właściwego tematu, czyli to tworzenia data frame, wczytywania danych, czyszczenia i dalszej analizy.
000171.wav|jakby pełni nam funkcję przykładu wygenerowania źródła danych.
000172.wav|I tutaj wchodzimy w tworzenie data frame i wczytywania danych.
000173.wav|To jeden z podstawowych etapów pracy w Pandas.
000174.wav|Ponieważ zanim zaczniemy filtrować, agregować, wizualizować czy modelować dane, musimy nadać im postać tabelaryczną.
000175.wav|To jest główna różnica, która odróżnia Pandas od prostych tablic numerycznych, w których głównie pracujemy na pozycjach, na przykład w NumPy.
000176.wav|W praktyce ramkę danych często tworzymy ze słownika kolumn, listy słowników albo właśnie pojedynczych tablic NumPy.
000177.wav|Słownik kolumn jest bardzo intuicyjny, bo nazwy kluczy stają się nazwami kolumn, wartości stają się danymi.
000178.wav|Lista słowników dobrze pasuje do sytuacji, w której każdy słownik opisuje jakąś jedną obserwację, np.
000179.wav|jedną próbę eksperymentalną, jeden pomiar albo jeden rekord systemowy.
000180.wav|Tablice NumPy są przydatne wtedy, gdy dane powstały w obliczeniach numerycznych, ale możemy chcieć nadać im semantyczną strukturę tabeli.
000181.wav|Tworzenie dataframe ręcznie jest użyteczne w jakichś szybkich eksperymentach albo przykładach czy testach.
000182.wav|JSON, albo wcześniejszego etapu naszego pipeline'u.
000183.wav|I dlatego tak ważne są te funkcje wejścia i wyjścia.
000184.wav|Pandas obsługuje m.in.
000185.wav|CSV, Excel, ale i właśnie JSON, Parklet, SQL, HDF5, FEDER, przy czym robi to przez bardzo spójne API.
000186.wav|To ułatwia nam pracę, bo podobna logika obowiązuje przy różnych źródłach danych.
000187.wav|Pliki tego typu są proste, przenośne i obsługiwane przez niemal wszystkie narzędzia, ale jednocześnie bywają źródłem wielu problemów.
000188.wav|Nie przechowują jednoznacznie typów danych.
000189.wav|Mogą mieć różne separatory, różne kodowania znaków i różne formaty dat ze względu na miejsce na świecie, w którym taki plik powstał.
000190.wav|Również mogą w różny sposób zapisywać braki.
000191.wav|Dlatego poprawne wczytanie pliku jest już pierwszym etapem w ogóle walidacji danych.
000192.wav|Separator decyduje nam o tym, czy kolumny zostaną poprawnie rozdzielone.
000193.wav|Konowanie wpływa więc na poprawność znaków, szczególnie w językach zawierających jakieś znaki diakrytyczne.
000194.wav|Przecinek dziesiętny może sprawdzić, że liczby będą wczytane jako tekst.
000195.wav|Parsowanie nad dużo może napsuć nerwów i decyduje też o tym, czy w ogóle my możemy później używać operacji czasowych.
000196.wav|Wartości brakujące powinny być rozpoznane, nie jako braki, ale jako napisy typu NA, brak czy nul.
000197.wav|Również wybór kolumn i typ danych ma znaczenie.
000198.wav|Czasem nie warto wczytywać od razu całego pliku, jeżeli interesuje nas tylko kilka zmiennych.
000199.wav|Parametr wyboru kolumn może przyspieszać na pracę i zmniejszać zużycie pamięci.
000200.wav|Jawne określanie typów danych pomoże nam uniknąć błędów automatycznego rozpoznawania.
000201.wav|Przykładowo, identyfikator uczestnika albo próbki nie zawsze powinien być liczbą, nawet jeżeli będzie składał się z cyfr.
000202.wav|Bo jeżeli zawiera zera wiodące potraktowanego jako głównej liczby, może zniszczyć informację.
000203.wav|Bardzo wiele z problemów analitycznych zaczyna się nie od złego modelu, ale od źle wczytanego pliku.
000204.wav|dalsza analiza może i będzie wyglądać poprawnie technicznie, ale będzie oparta na kompletnie wadliwej strukturze danych.
000205.wav|należy sprawdzić, czy te dane wczytane do Pythona w ogóle rzeczywiście odpowiadają temu, co było w źródle.
000206.wav|I warto wyrobić tu sobie nawyk, że po wczytaniu danych nie ufamy im bezwarunkowo.
000207.wav|Warto też sprawdzić ich nazwy, jakieś podstawowe statystyki opisowe czy liczbę unikalnych wartości wzmiennych kategorialnych.
000208.wav|To są bardzo proste kroki, ale bardzo skutecznie ujawniają błędy importu.
000209.wav|z ich znaczeniem, czy braki zostały poprawnie rozpoznane, czy daty rzeczywiście są datami, a nie tylko zwykłymi napisami.
000210.wav|I po takim sprawdzeniu można bezpiecznie dopiero przejść do właściwej eksploracji.
000211.wav|Różne formaty plików, które możemy wczytywać, mogą mieć też, zazwyczaj mają różne zastosowania.
000212.wav|CSV, który jest prosty i uniwersalny, niestety będzie bardzo słabo przechowywał informacje o typach danych.
000213.wav|Excel będzie wygodny w pracy z danymi, które są przygotowane ręcznie.
000214.wav|ale często może zawierać wiele arkuszy, scalone komórki i dodatkowe opisy.
000215.wav|JSON bardzo fajnie parsuje i pasuje do danych z API, ale bardzo często będzie wymagał normalizacji struktury.
000216.wav|Nie może też przechowywać jakby w łatwy sposób opisów zmiennych.
000217.wav|Parkwood i FEDER są lepsze dla pipeline'ów analitycznych, ponieważ są dużo szybsze, bardziej kompaktowe i lepiej zachowują właśnie typy danych.
000218.wav|No i ewentualnie SQL jeszcze będzie naturalny wtedy, gdy dane będą się znajdować w jakiejś bazie danych relacyjnej.
000219.wav|I dlatego tworzenie i wczytywanie data frame to nie jest tylko techniczny początek pracy z Pandas.
000220.wav|To jest moment, w którym my decydujemy, czy te dane w ogóle zostały poprawnie przekształcone ze źródła na struktury,
000221.wav|do struktury analitycznej.
000222.wav|Dobre wczytanie tych danych, kontrola parametrów importu, szybka inspekcja po read CSV oszczędzają wiele problemów na późniejszych etapach.
000223.wav|Kiedy dane są już wczytane, zaczyna się etap eksploracji, kontroli jakości i indeksowania.
000224.wav|Z pozoru jest to część bardzo prosta, no bo polega na uruchomieniu kilku podstawowych poleceń.
000225.wav|W praktyce jednak jest to jeden z najważniejszych momentów całej analizy.
000226.wav|Bo jeżeli na początku źle rozpoznaliśmy strukturę danych, to późniejsze obliczenia mogą być...
000227.wav|formalne poprawnie, ale merytorycznie błędne.
000228.wav|I podstawowe narzędzia pierwszego kontaktu ze zbiorem danych to między innymi shape, dtype, head, tail, described, czy is null, sum.
000229.wav|Sam shape mówi nam o tym, ile mamy wierszy i kolumn.
000230.wav|To pozwala bardzo szybko sprawdzić, czy plik został wczytany w całości i czy liczba obserwacji odpowiada oczekiwaniom.
000231.wav|Dtypes pokazuje nam typy danych w poszczególnych kolumnach.
000232.wav|Jest to bardzo ważne, szczególnie wtedy, kiedy błędnie rozpoznamy typ, później może nam zablokować obliczenia albo prowadzić do jakichś cichych błędów.
000233.wav|Kolumna z datą może być wczytana jako tekst, liczby mogą być wczytane jako obiekty, a zmienne kategorialne mogą często wymagać osobnego kodowania.
000234.wav|Narzędzia takie jak Head i Tail pozwalają nam obejrzeć początek i koniec tabeli.
000235.wav|kodowanie znaków albo wartości, które nie powinny się w ogóle znaleźć w danych.
000236.wav|Describe daje nam szybkie podsumowanie zmiennych.
000237.wav|Da nam średnią, odchylenie standardowe, minimum, maksimum, kwartyle.
000238.wav|Nie jest to jeszcze pewna analiza statystyczna, ale już pozwala wykryć wartości skrajne, jakieś podejrzane zakresy czy pierwsze informacje o rozkładzie.
000239.wav|Z kolei isNullSum pokazuje nam liczbę braków danych w każdej kolumnie.
000240.wav|To jest konieczne jeszcze zanim my zaczniemy w ogóle filtrować, agregować czy modelować dane.
000241.wav|Ta eksploracja danych nie jest więc formalnością.
000242.wav|To jest również etap kontroli jakości.
000243.wav|Chcemy przecież wiedzieć, czy liczba rekordów jest zgodna z faktycznie oczekiwaną.
000244.wav|Czy te kolumny mają dobre typy, czy występują braki.
000245.wav|Druga ważna rzecz to selekcja danych.
000246.wav|I tutaj Pandas daje nam bardzo czytelne mechanizmy pracy z kolumnami i wierszami.
000247.wav|Pojedyncza kolumna zwraca object series, czyli serię, jednowymiarową strukturę danych z indeksem.
000248.wav|Wybór kilku kolumn zwraca data frame, czyli całą tabelę.
000249.wav|I to rozróżnienie jest ważne, ponieważ niektóre operacje działają inaczej na serii, a inaczej na strukturze data frame.
000250.wav|Początkujący bardzo często będą tracić czas na błędy wynikające właśnie z tego, że nie zauważyli, że pracują na pojedynczej kolumnie, czy na tabeli z jedną kolumną.
000251.wav|I do wyboru danych używamy przede wszystkim log i log.
000252.wav|Log służy do selekcji po etykietach oraz po warunkach logicznych.
000253.wav|Jest naturalnym narzędziem właśnie wtedy, kiedy chcemy powiedzieć wybierz wiersze, w których temperatura jest większa niż jakaś tam oczekiwana wartość.
000254.wav|Wybierz obserwacje dla konkretnej grupy, zakres jakichś dat czy kolumny o konkretnych nazwach.
000255.wav|I log działa po pozycjach liczbowych z kolei, czyli pozwala nam odwoływać się do pierwszego, drugiego albo ostatniego wiersza niezależnie od nazw indeksu.
000256.wav|Oba mechanizmy są więc potrzebne, ale w analizie danych log często okazuje się bardziej semantyczny i odwołuje się do znaczenia danych, a nie tylko do ich pozycji w tabeli.
000257.wav|Zamiast ręcznie wybierać wiersze o numerach od 120 do 180, możemy zapisać warunek taki.
000258.wav|Wybierz pacjentów z danej grupy, próbki z określonego zakresu temperatur, czy pomiary po konkretnej dacie.
000259.wav|I to zmniejsza ryzyko błędów, bo kod już na początku mówi, dlaczego wybieramy dane, a nie tylko, które pozycje wybieramy.
000260.wav|Bardzo ważny jest też sam indeks, szczególnie początkujący bardzo często go ignorują i traktują jako techniczny numer wiersza.
000261.wav|Tymczasem dobrze ustawiony indeks może znacząco uporządkować analizę.
000262.wav|Jeżeli indeks będzie reprezentował czas, identyfikator próbki, numer pomiaru albo klucz obserwacji, no to tabela staje się bardziej semantyczna.
000263.wav|Możemy wtedy znacznie łatwiej filtrować dane, połączyć później tabelę.
000264.wav|wykonać operacje czasowe i trzymając przy tym rękę na spójności obserwacji.
000265.wav|Taki indeks przestaje być wtedy dodatkiem, no a staje się częścią struktury informacyjnej danych.
000266.wav|całe dane, obliczać średnie dzienne, godzinne, miesięczne, czy porządkować operacje zgodnie z ich chronologią.
000267.wav|No i w danych eksperymentalnych to może też oznaczać identyfikator jakiejś próbki, numer uczestnika czy numer pomiaru.
000268.wav|No i dzięki temu te operacje na danych będą bardziej naturalne i mniej podatne na przypadkowe pomyłki.
000269.wav|I tu pojawia się nam jedna z najważniejszych cech biblioteki Pandas.
000270.wav|Dane nie są tylko przechowywane, one są organizowane w sposób wspierający analizę, bo data frame nie jest zwykłą macierzą liczb.
000271.wav|To jest struktura, w której my mamy już zdefiniowane konkretne nazwy dla kolumn, wiersze, które mają indeksy, a typy danych są rozpoznane.
000272.wav|Dzięki temu operacje można wykonywać na podstawie znaczenia samych zmiennych, a nie tylko ich pozycji.
000273.wav|Analiza wtedy staje się raz nie bliższa pracy z uporządkowaną, ładną tabelą badawczą, a nie anonimową tabelą wartości.
000274.wav|Dlatego warto jest zapamiętać, że po wczytaniu danych nie przechodzimy od razu do wykresów, modeli ani testów statystycznych.
000275.wav|Najpierw sprawdźmy strukturę, typy, braki, zakresy czy indeks.
000276.wav|I dopiero wtedy selekcjonujmy dane i budujmy właściwą dalszą analizę.
000277.wav|Bo dobrze wykonany etap eksploracji chroni nas przed wieloma błędami, które później byłyby trudne do wykrycia.
